Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3733998;1000497103346569692;63850017881980;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.118, 0.992);(-0.640, 0.155, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.118, 0.992);(-0.034, 0.000, 0.000);0.412;5.466;13.257;VALID;(0.029, 0.118, 0.993);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9669542
3733999;1000497103351570203;63850017881980;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.119, 0.992);(-0.640, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.466;13.257;VALID;(0.029, 0.119, 0.993);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9641446
3734000;1000497103356570713;63850017881992;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.119, 0.992);(-0.639, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.465;13.257;VALID;(0.029, 0.119, 0.993);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9587937
3734001;1000497103361571221;63850017881992;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.119, 0.992);(-0.639, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.465;13.257;VALID;(0.029, 0.119, 0.993);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9546742
3734002;1000497103366571726;63850017882003;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.119, 0.992);(-0.639, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.464;13.257;VALID;(0.029, 0.119, 0.993);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9739307
3734003;1000497103371572229;63850017882003;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.041, 0.119, 0.992);(-0.639, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.464;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9679478
3734004;1000497103376576193;63850017882003;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.040, 0.119, 0.992);(-0.639, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.463;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.658;13.183;2;0.9722314
3734005;1000497103381580116;63850017882013;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.051, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.462;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.657;13.183;2;0.9824612
3734006;1000497103386583972;63850017882013;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.003, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.462;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.657;13.183;2;0.9832568
3734007;1000497103391587817;63850017882025;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.461;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.657;13.183;2;0.9784592
3734008;1000497103396591650;63850017882025;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.461;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.657;13.183;2;0.9688613
3734009;1000497103401592119;63850017882036;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.460;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.656;13.183;2;1
3734010;1000497103406592669;63850017882036;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.039, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.460;13.257;VALID;(0.027, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.656;13.183;2;1
3734011;1000497103411593220;63850017882047;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.039, 0.119, 0.992);(-0.637, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.459;13.257;VALID;(0.027, 0.119, 0.992);(0.034, 0.000, 0.000);0.429;5.656;13.183;2;1
3734012;1000497103416593770;63850017882047;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.039, 0.120, 0.992);(-0.637, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.459;13.257;VALID;(0.027, 0.120, 0.992);(0.034, 0.000, 0.000);0.429;5.656;13.183;2;1
3734013;1000497103421594318;63850017882047;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.039, 0.120, 0.992);(-0.637, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.459;13.257;VALID;(0.027, 0.120, 0.992);(0.034, 0.000, 0.000);0.427;5.631;13.183;2;1
3734014;1000497103426594865;63850017882058;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.039, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.458;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.423;5.582;13.183;2;0.9924896
3734015;1000497103431595411;63850017882058;(0.766, 1.786, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.458;13.257;VALID;(0.028, 0.119, 0.992);(0.034, 0.000, 0.000);0.421;5.553;13.183;2;0.9868207
3734016;1000497103436595957;63850017882070;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.457;13.257;VALID;(0.029, 0.119, 0.992);(0.034, 0.000, 0.000);0.420;5.535;13.183;2;0.9776172
3734017;1000497103441596500;63850017882070;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.457;13.257;VALID;(0.030, 0.119, 0.992);(0.034, 0.000, 0.000);0.419;5.520;13.183;2;0.9743675
3734018;1000497103446600505;63850017882080;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.040, 0.119, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.457;13.257;VALID;(0.031, 0.119, 0.992);(0.034, 0.000, 0.000);0.418;5.509;13.183;2;0.9695048
3734019;1000497103451604498;63850017882080;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.041, 0.119, 0.992);(-0.639, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.412;5.456;13.257;VALID;(0.032, 0.119, 0.992);(0.034, 0.000, 0.000);0.416;5.491;13.183;2;0.9609353
3734020;1000497103456608399;63850017882091;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.041, 0.118, 0.992);(-0.639, 0.156, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.412;5.456;13.257;VALID;(0.033, 0.118, 0.992);(0.034, 0.000, 0.000);0.415;5.477;13.183;2;0.965587
3734021;1000497103461612261;63850017882091;(0.766, 1.785, -0.304);(-0.022, -0.437, 0.002, 0.899);VALID;(0.041, 0.118, 0.992);(-0.639, 0.155, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.035, 0.118, 0.992);(0.034, 0.000, 0.000);0.415;5.470;13.183;2;0.9630731
3734022;1000497103466616112;63850017882102;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.042, 0.118, 0.992);(-0.640, 0.155, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.036, 0.118, 0.992);(0.034, 0.000, 0.000);0.415;5.466;13.183;2;0.9645695
3734023;1000497103471616544;63850017882102;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.042, 0.117, 0.992);(-0.640, 0.155, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.037, 0.118, 0.992);(0.034, 0.000, 0.000);0.414;5.459;13.183;2;0.9675626
3734024;1000497103476617111;63850017882102;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.043, 0.117, 0.992);(-0.641, 0.154, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.039, 0.117, 0.992);(0.034, 0.000, 0.000);0.414;5.454;13.183;2;0.9697769
3734025;1000497103481617730;63850017882112;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.043, 0.117, 0.992);(-0.641, 0.154, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.040, 0.117, 0.992);(0.034, 0.000, 0.000);0.414;5.451;13.183;2;0.9705444
3734026;1000497103486618348;63850017882112;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.044, 0.116, 0.992);(-0.642, 0.154, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.041, 0.116, 0.992);(0.034, 0.000, 0.000);0.413;5.450;13.183;2;0.9733391
3734027;1000497103491618964;63850017882124;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.044, 0.116, 0.992);(-0.642, 0.153, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.042, 0.116, 0.992);(0.034, 0.000, 0.000);0.413;5.448;13.183;2;0.9930671
3734028;1000497103496619578;63850017882124;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.116, 0.992);(-0.642, 0.153, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.043, 0.116, 0.992);(0.034, 0.000, 0.000);0.413;5.447;13.183;2;0.9901336
3734029;1000497103501620189;63850017882135;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.115, 0.992);(-0.642, 0.153, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.044, 0.115, 0.992);(0.034, 0.000, 0.000);0.413;5.447;13.183;2;0.9699215
3734030;1000497103506620796;63850017882135;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.115, 0.992);(-0.643, 0.152, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.044, 0.115, 0.992);(0.034, 0.000, 0.000);0.413;5.447;13.183;2;0.9636519
3734031;1000497103511621401;63850017882146;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.115, 0.992);(-0.643, 0.152, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.115, 0.992);(0.034, 0.000, 0.000);0.413;5.447;13.183;2;0.9634796
3734032;1000497103516622004;63850017882146;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.115, 0.992);(-0.643, 0.152, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.115, 0.992);(0.034, 0.000, 0.000);0.413;5.449;13.183;2;0.9968031
3734033;1000497103521626062;63850017882157;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.115, 0.992);(-0.643, 0.151, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.115, 0.992);(0.034, 0.000, 0.000);0.414;5.453;13.183;2;1
3734034;1000497103526630078;63850017882157;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.115, 0.992);(-0.644, 0.151, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.115, 0.992);(0.034, 0.000, 0.000);0.414;5.455;13.183;2;1
3734035;1000497103531633942;63850017882157;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.151, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.456;13.183;2;1
3734036;1000497103536637765;63850017882168;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.151, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.456;13.183;2;1
3734037;1000497103541641571;63850017882168;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.151, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.457;13.183;2;1
3734038;1000497103546642011;63850017882179;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.457;13.183;2;1
3734039;1000497103551642583;63850017882179;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.458;13.183;2;1
3734040;1000497103556643178;63850017882190;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.458;13.183;2;1
3734041;1000497103561647258;63850017882190;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.114, 0.992);(-0.645, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.458;13.183;2;1
3734042;1000497103566647863;63850017882202;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.114, 0.992);(-0.645, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.459;13.183;2;1
3734043;1000497103571648464;63850017882202;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.114, 0.992);(-0.645, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.992);(0.034, 0.000, 0.000);0.414;5.461;13.183;2;1
3734044;1000497103576649060;63850017882202;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.114, 0.992);(-0.645, 0.149, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.045, 0.114, 0.993);(0.034, 0.000, 0.000);0.414;5.463;13.183;2;1
3734045;1000497103581649654;63850017882212;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.113, 0.992);(-0.645, 0.149, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.113, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.045, 0.113, 0.993);(0.034, 0.000, 0.000);0.415;5.466;13.183;2;1
3734046;1000497103586650244;63850017882212;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.046, 0.113, 0.992);(-0.645, 0.149, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.113, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.044, 0.113, 0.993);(0.034, 0.000, 0.000);0.415;5.469;13.183;2;1
3734047;1000497103591654291;63850017882225;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.113, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.113, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.044, 0.113, 0.993);(0.034, 0.000, 0.000);0.415;5.475;13.183;2;1
3734048;1000497103596658324;63850017882226;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.113, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.044, 0.114, 0.993);(0.034, 0.000, 0.000);0.417;5.498;13.183;2;1
3734049;1000497103601662233;63850017882236;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.043, 0.114, 0.993);(0.034, 0.000, 0.000);0.420;5.534;13.183;2;0.9877599
3734050;1000497103606665993;63850017882236;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.046, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.042, 0.114, 0.993);(0.034, 0.000, 0.000);0.422;5.560;13.183;2;0.9651345
3734051;1000497103611669740;63850017882247;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.114, 0.992);(-0.644, 0.150, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.041, 0.114, 0.993);(0.034, 0.000, 0.000);0.423;5.575;13.183;2;0.9711965
3734052;1000497103616670068;63850017882247;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.114, 0.992);(-0.643, 0.151, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.040, 0.114, 0.993);(0.034, 0.000, 0.000);0.424;5.587;13.183;2;0.9708955
3734053;1000497103621670530;63850017882247;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.114, 0.992);(-0.643, 0.151, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.114, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.039, 0.114, 0.993);(0.034, 0.000, 0.000);0.424;5.594;13.183;2;0.9643853
3734054;1000497103626671127;63850017882258;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.045, 0.115, 0.992);(-0.643, 0.151, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.038, 0.115, 0.993);(0.034, 0.000, 0.000);0.425;5.601;13.183;2;0.9707608
3734055;1000497103631671750;63850017882258;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.002, 0.899);VALID;(0.044, 0.115, 0.992);(-0.643, 0.151, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.036, 0.115, 0.993);(0.034, 0.000, 0.000);0.425;5.606;13.183;2;0.9616754
3734056;1000497103636672372;63850017882269;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.044, 0.115, 0.992);(-0.642, 0.151, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.115, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.035, 0.115, 0.993);(0.034, 0.000, 0.000);0.426;5.610;13.183;2;0.9583108
3734057;1000497103641672992;63850017882269;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.044, 0.116, 0.992);(-0.642, 0.152, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.035, 0.116, 0.993);(0.034, 0.000, 0.000);0.426;5.613;13.183;2;0.9655458
3734058;1000497103646673611;63850017882280;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.043, 0.116, 0.992);(-0.642, 0.152, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.034, 0.116, 0.993);(0.034, 0.000, 0.000);0.426;5.614;13.183;2;0.9588528
3734059;1000497103651674230;63850017882280;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.043, 0.116, 0.992);(-0.642, 0.152, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.116, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.033, 0.116, 0.993);(0.034, 0.000, 0.000);0.426;5.616;13.183;2;0.9645197
3734060;1000497103656674849;63850017882291;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.043, 0.117, 0.992);(-0.642, 0.153, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.032, 0.117, 0.993);(0.034, 0.000, 0.000);0.426;5.617;13.183;2;0.9610629
3734061;1000497103661678928;63850017882291;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.042, 0.117, 0.992);(-0.641, 0.153, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.031, 0.117, 0.993);(0.034, 0.000, 0.000);0.426;5.620;13.183;2;0.9624578
3734062;1000497103666682994;63850017882303;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.042, 0.117, 0.992);(-0.641, 0.153, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.117, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.030, 0.117, 0.993);(0.034, 0.000, 0.000);0.427;5.625;13.183;2;0.9535811
3734063;1000497103671687020;63850017882303;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.041, 0.118, 0.992);(-0.641, 0.154, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.029, 0.118, 0.993);(0.034, 0.000, 0.000);0.427;5.629;13.183;2;0.950384
