Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3735535;1000497111034401469;63850017889660;(0.773, 1.790, -0.287);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.491;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735536;1000497111039401880;63850017889670;(0.773, 1.790, -0.287);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.492;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735537;1000497111044405852;63850017889670;(0.773, 1.790, -0.287);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.494;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735538;1000497111049409946;63850017889682;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.905);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.495;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735539;1000497111054414052;63850017889682;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.905);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.027, 0.998);(-0.034, 0.000, 0.000);0.415;5.496;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735540;1000497111059418145;63850017889693;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.670, 0.035, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.027, 0.998);(-0.034, 0.000, 0.000);0.415;5.496;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735541;1000497111064422198;63850017889693;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.027, 0.999);(-0.670, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.497;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735542;1000497111069422697;63850017889704;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.670, 0.035, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.498;13.257;VALID;(0.032, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.770;13.183;2;1
3735543;1000497111074423223;63850017889704;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.670, 0.035, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.499;13.257;VALID;(0.031, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.770;13.183;2;1
3735544;1000497111079423749;63850017889716;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.500;13.257;VALID;(0.031, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735545;1000497111084424278;63850017889716;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.501;13.257;VALID;(0.031, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735546;1000497111089424804;63850017889716;(0.773, 1.790, -0.288);(-0.024, -0.425, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.502;13.257;VALID;(0.031, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735547;1000497111094425329;63850017889726;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.022, 0.904);VALID;(0.043, -0.026, 0.999);(-0.669, 0.034, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.503;13.257;VALID;(0.031, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.772;13.183;2;1
3735548;1000497111099425852;63850017889726;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.022, 0.904);VALID;(0.042, -0.026, 0.999);(-0.669, 0.034, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.504;13.257;VALID;(0.030, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.772;13.183;2;1
3735549;1000497111104426376;63850017889738;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.042, -0.026, 0.999);(-0.669, 0.034, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.505;13.257;VALID;(0.030, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.772;13.183;2;1
3735550;1000497111109426898;63850017889738;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.042, -0.026, 0.999);(-0.669, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.506;13.257;VALID;(0.030, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.772;13.183;2;1
3735551;1000497111114430882;63850017889749;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.042, -0.026, 0.999);(-0.669, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.415;5.507;13.257;VALID;(0.030, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735552;1000497111119434990;63850017889749;(0.773, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.042, -0.026, 0.999);(-0.669, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.508;13.257;VALID;(0.029, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735553;1000497111124439166;63850017889760;(0.772, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.041, -0.026, 0.999);(-0.668, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.510;13.257;VALID;(0.029, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735554;1000497111129443328;63850017889760;(0.772, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.041, -0.026, 0.999);(-0.668, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.512;13.257;VALID;(0.029, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735555;1000497111134447478;63850017889760;(0.772, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.041, -0.026, 0.999);(-0.668, 0.034, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.514;13.257;VALID;(0.029, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735556;1000497111139451532;63850017889771;(0.772, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.041, -0.026, 0.999);(-0.668, 0.033, -0.744);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.516;13.257;VALID;(0.028, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735557;1000497111144452083;63850017889771;(0.772, 1.789, -0.288);(-0.024, -0.426, -0.021, 0.904);VALID;(0.041, -0.026, 0.999);(-0.667, 0.033, -0.744);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.517;13.257;VALID;(0.028, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735558;1000497111149452632;63850017889782;(0.772, 1.789, -0.287);(-0.024, -0.426, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.667, 0.033, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.519;13.257;VALID;(0.028, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735559;1000497111154453180;63850017889782;(0.772, 1.789, -0.287);(-0.024, -0.426, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.667, 0.033, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.416;5.521;13.257;VALID;(0.028, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735560;1000497111159453726;63850017889792;(0.772, 1.789, -0.288);(-0.023, -0.426, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.666, 0.033, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.522;13.257;VALID;(0.028, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.771;13.183;2;1
3735561;1000497111164454270;63850017889792;(0.772, 1.789, -0.288);(-0.023, -0.426, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.666, 0.033, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.523;13.257;VALID;(0.027, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.772;13.183;2;1
3735562;1000497111169454812;63850017889804;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.665, 0.033, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.525;13.257;VALID;(0.027, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.773;13.183;2;1
3735563;1000497111174455353;63850017889804;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.040, -0.026, 0.999);(-0.665, 0.033, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.526;13.257;VALID;(0.027, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.774;13.183;2;1
3735564;1000497111179455893;63850017889804;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.039, -0.026, 0.999);(-0.665, 0.033, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.527;13.257;VALID;(0.026, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.775;13.183;2;1
3735565;1000497111184456430;63850017889815;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.039, -0.026, 0.999);(-0.664, 0.032, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.528;13.257;VALID;(0.026, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.776;13.183;2;1
3735566;1000497111189460427;63850017889815;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.039, -0.026, 0.999);(-0.664, 0.032, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.530;13.257;VALID;(0.026, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.776;13.183;2;1
3735567;1000497111194464517;63850017889826;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.039, -0.026, 0.999);(-0.664, 0.032, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.532;13.257;VALID;(0.026, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.777;13.183;2;1
3735568;1000497111199468590;63850017889826;(0.772, 1.789, -0.288);(-0.023, -0.427, -0.021, 0.904);VALID;(0.039, -0.026, 0.999);(-0.664, 0.032, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.026, 0.998);(-0.034, 0.000, 0.000);0.417;5.533;13.257;VALID;(0.026, -0.026, 0.999);(0.034, 0.000, 0.000);0.438;5.777;13.183;2;1
3735569;1000497111204472621;63850017889838;(0.772, 1.789, -0.288);(-0.023, -0.428, -0.021, 0.903);VALID;(0.039, -0.025, 0.999);(-0.663, 0.032, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.535;13.257;VALID;(0.026, -0.025, 0.999);(0.034, 0.000, 0.000);0.438;5.777;13.183;2;1
3735570;1000497111209476634;63850017889838;(0.772, 1.789, -0.288);(-0.023, -0.428, -0.021, 0.903);VALID;(0.039, -0.025, 0.999);(-0.663, 0.032, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.536;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.438;5.779;13.183;2;1
3735571;1000497111214477118;63850017889849;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.025, 0.999);(-0.662, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.536;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.438;5.781;13.183;2;1
3735572;1000497111219477598;63850017889849;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.025, 0.999);(-0.662, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.537;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.782;13.183;2;1
3735573;1000497111224478076;63850017889860;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.662, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.537;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.783;13.183;2;1
3735574;1000497111229478553;63850017889860;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.662, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.537;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.784;13.183;2;1
3735575;1000497111234479027;63850017889860;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.662, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.537;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.784;13.183;2;1
3735576;1000497111239479499;63850017889871;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.661, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.538;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.785;13.183;2;1
3735577;1000497111244479966;63850017889871;(0.772, 1.789, -0.288);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.661, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.538;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.788;13.183;2;1
3735578;1000497111249480430;63850017889882;(0.772, 1.789, -0.288);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.025, 0.999);(-0.661, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.025, 0.998);(-0.034, 0.000, 0.000);0.418;5.539;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.439;5.793;13.183;2;1
3735579;1000497111254480892;63850017889882;(0.772, 1.789, -0.288);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.024, 0.999);(-0.661, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.024, 0.998);(-0.034, 0.000, 0.000);0.418;5.539;13.257;VALID;(0.025, -0.025, 0.999);(0.034, 0.000, 0.000);0.440;5.797;13.183;2;1
3735580;1000497111259484812;63850017889892;(0.772, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.024, 0.999);(-0.661, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.024, 0.998);(-0.034, 0.000, 0.000);0.418;5.539;13.257;VALID;(0.025, -0.024, 0.999);(0.034, 0.000, 0.000);0.441;5.809;13.183;2;1
3735581;1000497111264488744;63850017889892;(0.772, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.024, 0.999);(-0.661, 0.033, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.024, 0.998);(-0.034, 0.000, 0.000);0.418;5.540;13.257;VALID;(0.025, -0.024, 0.999);(0.034, 0.000, 0.000);0.441;5.819;13.183;2;0.9943392
3735582;1000497111269492746;63850017889905;(0.771, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.023, 0.999);(-0.661, 0.033, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.023, 0.998);(-0.034, 0.000, 0.000);0.418;5.541;13.257;VALID;(0.025, -0.023, 0.999);(0.034, 0.000, 0.000);0.442;5.823;13.183;2;0.9963729
3735583;1000497111274496735;63850017889905;(0.771, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.023, 0.999);(-0.661, 0.033, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.023, 0.998);(-0.034, 0.000, 0.000);0.418;5.542;13.257;VALID;(0.025, -0.023, 0.999);(0.034, 0.000, 0.000);0.442;5.825;13.183;2;0.9768309
3735584;1000497111279500710;63850017889905;(0.771, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.023, 0.999);(-0.661, 0.034, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.023, 0.998);(-0.034, 0.000, 0.000);0.418;5.544;13.257;VALID;(0.025, -0.023, 0.999);(0.034, 0.000, 0.000);0.442;5.825;13.183;2;0.9736765
3735585;1000497111284504673;63850017889916;(0.771, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.022, 0.999);(-0.661, 0.034, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.022, 0.998);(-0.034, 0.000, 0.000);0.418;5.545;13.257;VALID;(0.025, -0.022, 0.999);(0.034, 0.000, 0.000);0.442;5.824;13.183;2;0.9769625
3735586;1000497111289505164;63850017889916;(0.771, 1.789, -0.287);(-0.022, -0.429, -0.020, 0.903);VALID;(0.038, -0.022, 0.999);(-0.661, 0.034, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.022, 0.998);(-0.034, 0.000, 0.000);0.418;5.547;13.257;VALID;(0.025, -0.022, 0.999);(0.034, 0.000, 0.000);0.442;5.821;13.183;2;0.9769276
3735587;1000497111294505654;63850017889927;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.022, 0.999);(-0.661, 0.035, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.022, 0.998);(-0.034, 0.000, 0.000);0.419;5.548;13.257;VALID;(0.025, -0.022, 0.999);(0.034, 0.000, 0.000);0.441;5.818;13.183;2;0.9788904
3735588;1000497111299506142;63850017889927;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.021, 0.999);(-0.661, 0.035, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.021, 0.998);(-0.034, 0.000, 0.000);0.419;5.549;13.257;VALID;(0.025, -0.021, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;0.9834782
3735589;1000497111304506629;63850017889938;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.021, 0.999);(-0.662, 0.035, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.021, 0.998);(-0.034, 0.000, 0.000);0.419;5.550;13.257;VALID;(0.025, -0.021, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;0.9910836
3735590;1000497111309507113;63850017889938;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.020, 0.903);VALID;(0.038, -0.021, 0.999);(-0.662, 0.035, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.021, 0.998);(-0.034, 0.000, 0.000);0.419;5.551;13.257;VALID;(0.025, -0.021, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;0.9965632
3735591;1000497111314507596;63850017889948;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.021, 0.999);(-0.662, 0.036, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.021, 0.998);(-0.034, 0.000, 0.000);0.419;5.553;13.257;VALID;(0.025, -0.021, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735592;1000497111319508076;63850017889949;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.020, 0.999);(-0.662, 0.036, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.020, 0.999);(-0.034, 0.000, 0.000);0.419;5.554;13.257;VALID;(0.025, -0.020, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;0.9982952
3735593;1000497111324508557;63850017889959;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.020, 0.999);(-0.662, 0.036, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.020, 0.999);(-0.034, 0.000, 0.000);0.419;5.555;13.257;VALID;(0.026, -0.020, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735594;1000497111329509036;63850017889959;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.038, -0.020, 0.999);(-0.662, 0.037, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.020, 0.999);(-0.034, 0.000, 0.000);0.419;5.555;13.257;VALID;(0.026, -0.020, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735595;1000497111334512974;63850017889959;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.039, -0.019, 0.999);(-0.663, 0.037, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.019, 0.999);(-0.034, 0.000, 0.000);0.419;5.556;13.257;VALID;(0.026, -0.019, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735596;1000497111339516953;63850017889971;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.039, -0.019, 0.999);(-0.663, 0.037, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.019, 0.999);(-0.034, 0.000, 0.000);0.419;5.557;13.257;VALID;(0.026, -0.019, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735597;1000497111344520918;63850017889971;(0.772, 1.789, -0.287);(-0.022, -0.428, -0.021, 0.903);VALID;(0.039, -0.019, 0.999);(-0.663, 0.037, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.019, 0.999);(-0.034, 0.000, 0.000);0.419;5.557;13.257;VALID;(0.027, -0.019, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735598;1000497111349524868;63850017889982;(0.772, 1.789, -0.287);(-0.022, -0.427, -0.021, 0.904);VALID;(0.039, -0.019, 0.999);(-0.664, 0.037, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.019, 0.999);(-0.034, 0.000, 0.000);0.419;5.558;13.257;VALID;(0.027, -0.019, 0.999);(0.034, 0.000, 0.000);0.441;5.816;13.183;2;1
3735599;1000497111354528803;63850017889982;(0.772, 1.789, -0.287);(-0.022, -0.427, -0.021, 0.904);VALID;(0.039, -0.019, 0.999);(-0.664, 0.038, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.018, 0.999);(-0.034, 0.000, 0.000);0.419;5.559;13.257;VALID;(0.028, -0.019, 0.999);(0.034, 0.000, 0.000);0.441;5.817;13.183;2;1
3735600;1000497111359532750;63850017889993;(0.772, 1.789, -0.287);(-0.022, -0.427, -0.021, 0.904);VALID;(0.040, -0.018, 0.999);(-0.664, 0.038, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.018, 0.999);(-0.034, 0.000, 0.000);0.419;5.559;13.257;VALID;(0.028, -0.018, 0.999);(0.034, 0.000, 0.000);0.441;5.817;13.183;2;1
